Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,91,88,91,92,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,like,like,dislike,neither like nor dislike,like
TRUE,50,45,78,68,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,relaxing,With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,like,like,like,neither like nor dislike,neither like nor dislike
TRUE,38,59,53,28,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"genres,previews,comments of other audience",like,neither like nor dislike,like,like,like,like,like,like,like
TRUE,66,42,44,68,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,16,37,43,61,20,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",dislike,neither like nor dislike,Strongly like,Strongly like,Strongly like,Strongly like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,44,41,37,88,28,Male,master or above,engineering and techonology,Go to cinema or theatres,Never,6-10 times a year,over 40,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,genres",like,like,like,like,like,Strongly like,neither like nor dislike,Strongly like,like
TRUE,82,85,81,80,20,Female,high school or below,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,previews",neither like nor dislike,neither like nor dislike,like,like,dislike,like,dislike,neither like nor dislike,neither like nor dislike
TRUE,75,82,90,96,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,43,51,47,85,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",like,like,Strongly like,like,like,neither like nor dislike,Strongly dislike,Strongly like,Strongly like
TRUE,25,44,34,32,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,Entertaining,With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,dislike,Strongly dislike,like,Strongly like
TRUE,18,48,49,58,20,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,express my feelings,educating",with family,"genres,previews,comments of other audience",like,like,Strongly like,neither like nor dislike,neither like nor dislike,like,Strongly dislike,like,like
TRUE,50,48,48,55,21,Female,bachelor,engineering and techonology,on mobile devices at home or other places,Yes,6-10 times a year,over 40,Entertaining,alone,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,63,50,57,52,21,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,funny,educating",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,like,like,like,like,Strongly like,dislike,Strongly like,Strongly like
TRUE,49,56,55,61,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,previews",neither like nor dislike,like,like,Strongly like,dislike,neither like nor dislike,dislike,like,like
TRUE,54,58,52,51,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,director,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,like,like,neither like nor dislike,like
TRUE,10,77,53,75,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,dislike,like,neither like nor dislike,like,like,like,dislike
TRUE,60,75,85,85,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",neither like nor dislike,Strongly like,Strongly like,like,like,Strongly like,neither like nor dislike,like,like
TRUE,57,52,22,45,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,express my feelings,educating",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,like
TRUE,54,38,46,51,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,previews,comments of other audience",like,like,dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,neither like nor dislike
TRUE,33,60,60,65,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",like,like,like,like,like,Strongly like,like,dislike,dislike
TRUE,89,95,90,87,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",alone,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,like,like,Strongly dislike,like,like
TRUE,43,54,58,49,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"relaxing,express my feelings,educating",With friends,"director,previews,comments of other audience",neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,Strongly like
TRUE,29,45,53,36,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",dislike,neither like nor dislike,Strongly like,like,like,Strongly like,Strongly dislike,neither like nor dislike,like
TRUE,55,60,40,34,21,Female,bachelor,arts-related,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,director,comments of other audience",dislike,dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,Strongly dislike,Strongly like,neither like nor dislike
TRUE,53,58,47,53,19,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,express my feelings,educating",With friends,"genres,previews,comments of other audience",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,42,55,35,47,20,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly dislike,Strongly dislike
TRUE,64,74,69,75,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",like,Strongly like,neither like nor dislike,neither like nor dislike,like,like,like,like,like
TRUE,71,37,43,79,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",alone,"Actor/actress,director,advertisements",dislike,dislike,like,like,like,like,neither like nor dislike,like,neither like nor dislike
TRUE,43,46,57,18,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,45,62,43,49,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",Strongly like,Strongly like,neither like nor dislike,neither like nor dislike,dislike,Strongly like,dislike,neither like nor dislike,dislike
TRUE,44,55,56,48,21,Female,bachelor,science and math-related,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",like,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike
